State,state_full,Year,revratio_all,revratio_lo,revratio_st,revratio_fe,revratio_lost,revratio_stfe,revratio_lofe,adj_revratio_all,adj_revratio_lo,adj_revratio_st,adj_revratio_fe,adj_revratio_lost,adj_revratio_stfe,adj_revratio_lofe,revpp_all,revpp_lo,revpp_st,revpp_fe,revpp_lost,revpp_stfe,revpp_lofe,adj_revpp_all,adj_revpp_lo,adj_revpp_st,adj_revpp_fe,adj_revpp_lost,adj_revpp_stfe,adj_revpp_lofe
DC,District of Columbia,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21611.49,18340.91,0,3270.573,18340.91,3270.573,21611.49,17590.94,14928.82,0,2662.124,14928.82,2662.124,17590.94
DC,District of Columbia,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21550.67,19038.98,0,2511.687,19038.98,2511.687,21550.67,17429.55,15398.17,0,2031.38,15398.17,2031.38,17429.55
DC,District of Columbia,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23056.11,20351.68,0,2704.433,20351.68,2704.433,23056.11,18656.38,16468.03,0,2188.354,16468.03,2188.354,18656.38
DC,District of Columbia,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23160.11,21541.43,0,1618.676,21541.43,1618.676,23160.11,18653.44,17349.74,0,1303.702,17349.74,1303.702,18653.44
DC,District of Columbia,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19964.13,18073.51,0,1890.617,18073.51,1890.617,19964.13,16055.49,14535.02,0,1520.466,14535.02,1520.466,16055.49
DC,District of Columbia,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29625.92,27629.65,0,1996.268,27629.65,1996.268,29625.92,23750.56,22150.19,0,1600.372,22150.19,1600.372,23750.56
DC,District of Columbia,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30591.24,26883.66,0,3707.582,26883.66,3707.582,30591.24,24454.26,21490.46,0,2963.795,21490.46,2963.795,24454.26
DC,District of Columbia,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30792.6,27605.96,0,3186.638,27605.96,3186.638,30792.6,24574.23,22031.12,0,2543.117,22031.12,2543.117,24574.23
DC,District of Columbia,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29931.74,26941.55,0,2990.19,26941.55,2990.19,29931.74,23901.56,21513.78,0,2387.773,21513.78,2387.773,23901.56
DC,District of Columbia,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29903.46,26896.69,0,3006.766,26896.69,3006.766,29903.46,23878.97,21477.96,0,2401.009,21477.96,2401.009,23878.97
DC,District of Columbia,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29948.7,26777.51,0,3171.184,26777.51,3171.184,29948.69,23915.1,21382.79,0,2532.303,21382.79,2532.303,23915.1
DE,Delaware,1995,0.9849373,0.9407299,1.001173,1.027966,0.9819911,1.003615,0.9562115,1.000031,0.9538965,1.016859,1.041051,0.9971846,1.019076,0.9697317,11295.26,3335.058,7232.2,728.0062,10567.26,7960.207,4063.064,11552.05,3354.753,7443.72,753.5814,10798.47,8197.301,4108.334
DE,Delaware,1996,0.9788787,0.9487901,0.9872977,1.030699,0.9757445,0.9907495,0.9625322,0.9961619,0.9638239,1.005401,1.04635,0.9930657,1.008704,0.9780298,11550.14,3254.135,7632.554,663.4467,10886.69,8296.001,3917.581,11775.98,3276.239,7810.748,688.9968,11086.99,8499.744,3965.235
DE,Delaware,1997,0.995761,0.9415061,1.014543,1.060472,0.9913787,1.018687,0.9624394,1.015826,0.9596219,1.034883,1.080288,1.011393,1.03901,0.9814103,11666.17,3438.81,7480.643,746.7185,10919.45,8227.361,4185.529,11951.62,3462.613,7712.945,776.0653,11175.56,8489.01,4238.678
DE,Delaware,1998,0.9974793,0.94429,1.015363,1.067718,0.9926321,1.020186,0.9661965,1.017259,0.9607406,1.036102,1.08661,1.012393,1.040793,0.9836945,11860.72,3523.276,7564.583,772.8639,11087.86,8337.446,4296.14,12411.16,3621.224,7968.642,821.2916,11589.87,8789.934,4442.516
DE,Delaware,1999,0.9849963,0.9468911,0.9922931,1.090532,0.9780779,1.000852,0.9717594,0.9993289,0.9578059,1.007367,1.106301,0.9921206,1.016141,0.9844888,12334.92,3607.039,7958.932,768.9501,11565.97,8727.882,4375.989,12735.15,3651.158,8269.206,814.7898,11920.36,9083.996,4465.947
DE,Delaware,2000,0.9922599,0.9290312,1.010607,1.084865,0.9859342,1.017231,0.9577411,1.017225,0.9477223,1.037627,1.108732,1.010862,1.044034,0.978209,13062.57,3672.975,8546.027,843.5676,12219,9389.595,4516.543,13455.95,3717.505,8854.966,883.4803,12572.47,9738.446,4600.985
DE,Delaware,2001,1.01114,0.9423786,1.032769,1.079124,1.006168,1.037122,0.9695987,1.034648,0.9615533,1.057433,1.102259,1.029625,1.06168,0.9902477,13462.6,3666.336,8872.478,923.7905,12538.81,9796.268,4590.126,13918.07,3729.962,9219.01,969.0945,12948.97,10188.1,4699.057
DE,Delaware,2002,1.014457,0.9589143,1.031947,1.067693,1.01015,1.035643,0.9821126,1.037156,0.97816,1.055655,1.090343,1.03283,1.059241,1.002432,13650.03,3745.851,8876.508,1027.676,12622.36,9904.184,4773.527,14295.54,3868.559,9345.595,1081.386,13214.15,10426.98,4949.944
DE,Delaware,2003,0.9996352,0.9624354,1.008002,1.068389,0.9940456,1.014337,0.9846597,1.014648,0.9741855,1.024063,1.083494,1.008979,1.030337,0.9975799,14067.26,3967.747,9033.492,1066.025,13001.24,10099.52,5033.771,14660.13,4077.119,9458.845,1124.163,13535.96,10583.01,5201.282
DE,Delaware,2004,1.000827,0.9741879,1.004245,1.074877,0.9944511,1.012245,0.9952341,1.012979,0.9832781,1.017321,1.08862,1.00633,1.025514,1.005823,14769.67,4417.859,9171.123,1180.686,13588.98,10351.81,5598.545,15012.57,4440.483,9348.676,1223.41,13789.16,10572.09,5663.894
DE,Delaware,2005,0.9839805,0.9634328,0.98108,1.09006,0.9753155,0.9928701,0.9887634,1.006248,0.9794903,1.005257,1.118675,0.9969227,1.017644,1.007897,15081.52,4543.42,9385.053,1153.043,13928.47,10538.1,5696.463,15373.37,4577.433,9602.995,1192.942,14180.43,10795.94,5770.375
DE,Delaware,2006,1.004994,0.966537,1.014711,1.08404,0.9988898,1.021861,0.9889073,1.025542,0.9814896,1.036904,1.109985,1.018923,1.044502,1.006489,15456.88,4689.264,9648.297,1119.315,14337.56,10767.61,5808.579,15594.9,4666.037,9783.21,1145.658,14449.25,10928.87,5811.695
DE,Delaware,2007,0.9951311,0.9803982,0.9928994,1.092336,0.9888245,1.00163,0.99898,1.009605,0.9908934,1.008599,1.111673,1.002898,1.017707,1.011364,16535.76,5052.499,10463.78,1019.486,15516.28,11483.27,6071.984,16986.36,5120.76,10805.07,1060.527,15925.83,11865.6,6181.287
DE,Delaware,2008,1.012629,0.9615411,1.030896,1.100688,1.006766,1.037362,0.9838914,1.042196,0.9866062,1.061718,1.135395,1.035944,1.068545,1.010937,16036.84,5197.874,9826.866,1012.099,15024.74,10838.96,6209.973,16387.77,5233.302,10112.28,1042.194,15345.58,11154.47,6275.496
DE,Delaware,2009,1.008202,0.9583278,1.026429,1.089418,1.002616,1.032454,0.9798765,1.030748,0.9768278,1.050113,1.116216,1.024836,1.056426,1.000113,15984.07,5192.224,9751.179,1040.666,14943.4,10791.84,6232.89,16389.78,5246.727,10069.74,1073.313,15316.47,11143.05,6320.04
DE,Delaware,2010,0.9965562,0.9674845,0.998881,1.073144,0.9875677,1.010394,0.993443,1.020432,0.9871278,1.023754,1.102506,1.010727,1.035964,1.015915,15763.8,5060.435,9027.713,1675.656,14088.15,10703.37,6736.091,16362.3,5176.965,9433.019,1752.321,14609.98,11185.34,6929.286
DE,Delaware,2011,0.9992253,0.984172,0.9910551,1.084202,0.9886109,1.006169,1.010202,1.022025,1.002624,1.015806,1.108226,1.011187,1.030793,1.030511,15204.38,4787.547,8704.547,1712.289,13492.09,10416.84,6499.835,15968.97,4954.46,9205.33,1809.177,14159.79,11014.51,6763.637
DE,Delaware,2012,1.022002,0.9828193,1.031982,1.088099,1.014539,1.04034,1.008234,1.059057,1.014899,1.071074,1.126565,1.051431,1.079287,1.042164,15663.81,4960.31,9096.428,1607.07,14056.74,10703.5,6567.38,16529.54,5154.521,9678.121,1696.901,14832.64,11375.02,6851.422
DE,Delaware,2013,1.03452,1.000487,1.046564,1.092291,1.029476,1.052137,1.017981,1.056709,1.017662,1.071304,1.113652,1.051743,1.076415,1.036189,16095.49,5458.201,9332.186,1305.101,14790.39,10637.29,6763.302,16858.56,5616.989,9876.165,1365.403,15493.15,11241.57,6982.393
DE,Delaware,2014,1.021524,0.9868636,1.032296,1.107694,1.015143,1.040312,1.006676,1.039014,0.9998583,1.051759,1.126677,1.032485,1.059694,1.021043,15907.31,5558.129,9236.069,1113.109,14794.2,10349.18,6671.238,16664.31,5720.555,9771.182,1172.571,15491.74,10943.75,6893.125
DE,Delaware,2015,1.014905,0.9997882,1.015277,1.091793,1.009167,1.023674,1.014425,1.023666,1.004565,1.026244,1.101674,1.0178,1.034517,1.02028,16290.78,5964.797,9179.36,1146.621,15144.16,10325.98,7111.417,16963.93,6125.075,9636.213,1202.638,15761.29,10838.85,7327.713
FL,Florida,1995,1.004728,0.9531805,1.042013,1.069933,0.9998267,1.04551,0.9691363,1.007843,0.9547756,1.045942,1.073201,1.002906,1.049354,0.971113,9771.692,4268.549,4810.399,692.7435,9078.949,5503.143,4961.293,10835.32,4701.775,5361.861,771.687,10063.64,6133.548,5473.462
FL,Florida,1996,1.002506,0.9612571,1.033086,1.055976,0.9985986,1.035907,0.9737687,1.007053,0.9639032,1.038778,1.062073,1.003008,1.041653,0.9769973,9502.184,4215.437,4632.533,654.2144,8847.969,5286.747,4869.651,10534.61,4646.323,5158.567,729.7216,9804.891,5888.289,5376.045
FL,Florida,1997,1.001867,0.9690109,1.025474,1.047596,0.9985065,1.028202,0.9794902,1.008039,0.9731154,1.032976,1.055513,1.004529,1.035759,0.9842086,9463.249,4182.863,4626.677,653.7087,8809.541,5280.386,4836.572,10491.88,4610.618,5152.161,729.0973,9762.779,5881.258,5339.715
FL,Florida,1998,1.003739,0.9697777,1.027441,1.046587,1.000462,1.029847,0.9805686,1.011528,0.9750029,1.036941,1.056187,1.008096,1.039361,0.986501,9892.811,4273.141,4911.372,708.298,9184.513,5619.67,4981.438,11021.8,4734.965,5493.96,792.8777,10228.93,6286.838,5527.843
FL,Florida,1999,1.004693,0.9691058,1.027941,1.046376,1.001381,1.030274,0.9806709,1.008254,0.9713251,1.032344,1.050796,1.004866,1.034679,0.9832669,10420.11,4331.974,5315.802,772.3331,9647.776,6088.135,5104.307,11534.57,4781.624,5896.141,856.8042,10677.76,6752.945,5638.428
FL,Florida,2000,1.000428,0.9701322,1.020078,1.037389,0.9972482,1.022446,0.980785,1.007442,0.9754846,1.027996,1.046475,1.004071,1.030526,0.986797,10165.55,4258.603,5097.148,809.8019,9355.751,5906.95,5068.405,11248.66,4694.51,5654.512,899.6379,10349.02,6554.15,5594.148
FL,Florida,2001,0.9997584,0.9704474,1.018509,1.03755,0.9962857,1.021288,0.9815722,1.006692,0.9755757,1.026491,1.04653,1.00301,1.029425,0.9874219,10162.14,4282.494,5019.061,860.5903,9301.555,5879.651,5143.084,11207.79,4707.123,5546.15,954.519,10253.27,6500.669,5661.642
FL,Florida,2002,1.000701,0.9664055,1.026936,1.035429,0.9970756,1.028387,0.9784607,1.007346,0.9710681,1.034633,1.044592,1.003423,1.036341,0.9840531,9770.019,4339.916,4501.424,928.6784,8841.34,5430.103,5268.594,10815.34,4776.171,5002.513,1036.66,9778.684,6039.173,5812.831
FL,Florida,2003,1.001294,0.9643841,1.030016,1.043761,0.9966096,1.032538,0.9785224,1.006058,0.9673052,1.035977,1.049878,1.001186,1.038534,0.982165,9926.695,4521.072,4412.03,993.5934,8933.102,5405.623,5514.665,10977.67,4970.946,4899.862,1106.867,9870.809,6006.729,6077.813
FL,Florida,2004,1.000809,0.9701823,1.023823,1.039318,0.9965319,1.02668,0.9825709,1.005034,0.9724026,1.029444,1.045016,1.000558,1.032323,0.9855494,10462.82,4768.792,4641.979,1052.051,9410.771,5694.03,5820.843,11551.29,5234.628,5146.583,1170.082,10381.21,6316.665,6404.71
FL,Florida,2005,1.003233,0.9688563,1.030607,1.049795,0.9980869,1.034239,0.9828969,1.012266,0.9748697,1.041888,1.061701,1.006767,1.045642,0.9900739,10650.49,5021.954,4560.331,1068.201,9582.285,5628.532,6090.155,11590.67,5432.356,4988.562,1169.75,10420.92,6158.312,6602.106
FL,Florida,2006,0.9984489,0.9688951,1.025668,1.040006,0.9940284,1.028446,0.9802924,1.007432,0.9744229,1.037767,1.052474,1.002611,1.040618,0.9870402,11219.32,5625.576,4508.159,1085.585,10133.73,5593.744,6711.161,12165.84,6068.218,4913.359,1184.261,10981.58,6097.62,7252.479
FL,Florida,2007,0.9927822,0.9661082,1.016335,1.043566,0.9880358,1.021137,0.977129,1.002331,0.9730595,1.028171,1.056181,0.9972754,1.033103,0.9849831,12438.43,6383.298,4983.801,1071.326,11367.1,6055.128,7454.625,13447.51,6861.321,5422.663,1163.524,12283.98,6586.187,8024.846
FL,Florida,2008,0.9992839,0.9807652,1.015139,1.041664,0.9954934,1.01972,0.9890059,1.008602,0.987611,1.026947,1.053523,1.004567,1.03153,0.9965981,12482.88,6528.724,4922.206,1031.946,11450.93,5954.151,7560.669,13545.7,7047.295,5373.776,1124.632,12421.07,6498.409,8171.928
FL,Florida,2009,0.9998817,0.9788187,1.021845,1.04258,0.9950911,1.026588,0.9885647,1.009864,0.985682,1.035601,1.055432,1.00473,1.040121,0.9964305,11160.08,6214.022,3811.048,1135.012,10025.07,4946.06,7349.035,12151.04,6722.258,4187.677,1241.101,10909.94,5428.778,7963.359
FL,Florida,2010,1.002744,0.9937041,1.007567,1.023199,0.9988647,1.012843,1.000548,1.0114,1.000444,1.018531,1.033308,1.007231,1.023504,1.008118,10848.89,5713.496,3398.281,1737.113,9111.777,5135.395,7450.609,11809.23,6183.75,3728.433,1897.047,9912.184,5625.48,8080.797
FL,Florida,2011,1.003023,0.9948935,1.004448,1.022278,0.9988737,1.010527,1.002279,1.009501,0.999697,1.012524,1.029999,1.005069,1.018474,1.007914,10573.85,5066.026,3625.033,1882.793,8691.06,5507.826,6948.818,11566.66,5514.808,3985.76,2066.094,9500.568,6051.854,7580.901
FL,Florida,2012,1.003326,0.9872351,1.01424,1.037839,0.9983465,1.020367,0.9971976,1.010915,0.9933506,1.023074,1.047284,1.005645,1.029355,1.004037,9372.474,4802.327,3378.82,1191.327,8181.146,4570.147,5993.653,10239.42,5222.513,3709.868,1307.039,8932.381,5016.907,6529.551
FL,Florida,2013,1.002727,0.9884434,1.009997,1.038096,0.9978286,1.016778,0.9982248,1.011184,0.9951966,1.019808,1.048704,1.005967,1.026775,1.005803,9367.378,4629.869,3588.666,1148.843,8218.535,4737.508,5778.712,10281.06,5057.46,3957.765,1265.836,9015.225,5223.601,6323.296
FL,Florida,2014,1.00093,0.9890453,1.004908,1.035722,0.9962569,1.011936,0.9982693,1.007772,0.9945949,1.012771,1.043898,1.002901,1.019862,1.004402,9641.913,4623.432,3867.837,1150.645,8491.269,5018.481,5774.077,10578.33,5046.608,4264.771,1266.955,9311.38,5531.726,6313.563
FL,Florida,2015,0.9997258,0.9843932,1.009802,1.030633,0.9957158,1.0145,0.9931623,1.007947,0.9905363,1.019779,1.040938,1.003646,1.024547,1.000171,9830.547,4808.16,3885.926,1136.461,8694.086,5022.387,5944.621,10785.41,5244.236,4288.355,1252.821,9532.591,5541.176,6497.057
GA,Georgia,1995,1.047845,1.017849,1.038733,1.32895,1.029392,1.069541,1.057664,1.070723,1.032166,1.067763,1.343456,1.052173,1.097524,1.074011,8576.998,3576.375,4439.887,560.7366,8016.262,5000.624,4137.111,8987.314,3654.611,4726.47,606.2341,8381.08,5332.704,4260.845
GA,Georgia,1996,1.028319,0.9809029,1.033319,1.300771,1.010309,1.061512,1.022766,1.053211,0.9976575,1.063294,1.319447,1.035049,1.090688,1.04169,8881.173,3619.685,4678.469,583.0182,8298.154,5261.487,4202.704,9290.684,3698.134,4965.37,627.1788,8663.504,5592.549,4325.313
GA,Georgia,1997,1.005511,0.9416488,1.020797,1.291541,0.9871725,1.04795,0.987528,1.033065,0.9622433,1.051978,1.313225,1.014532,1.078613,1.010269,8989.518,3540.185,4874.757,574.5756,8414.941,5449.333,4114.76,9400.047,3624.137,5158.101,617.8089,8782.238,5775.91,4241.946
GA,Georgia,1998,1.008104,0.9500051,1.024036,1.282877,0.990416,1.051341,0.991332,1.035474,0.9706743,1.055201,1.306245,1.01746,1.082137,1.014189,9672.219,4080.988,4975.528,615.703,9056.516,5591.231,4696.691,10037.61,4150.406,5228.864,658.3386,9379.271,5887.203,4808.745
GA,Georgia,1999,1.007609,0.9478099,1.028604,1.272856,0.9903257,1.055516,0.9871095,1.038068,0.9720191,1.062637,1.299551,1.020413,1.089227,1.013473,10477.89,4613.222,5194.847,669.8168,9808.068,5864.664,5283.039,10944.47,4723.798,5497.911,722.7635,10221.71,6220.674,5446.562
GA,Georgia,2000,1.003179,0.9431962,1.02693,1.272,0.9860367,1.05409,0.9811705,1.03276,0.9665263,1.060159,1.298014,1.015214,1.087001,1.006673,10768.68,4896.313,5198.99,673.3726,10095.3,5872.362,5569.686,11147.53,4965.911,5460.724,720.9003,10426.63,6181.624,5686.811
GA,Georgia,2001,1.013571,0.9650862,1.029808,1.258564,0.9982728,1.054641,0.9984239,1.043365,0.9880368,1.064025,1.285986,1.027653,1.08855,1.023544,11298.05,5139.868,5467.302,690.884,10607.17,6158.186,5830.751,11711.9,5217.095,5754.071,740.7308,10971.17,6494.802,5957.826
GA,Georgia,2002,1.020599,0.9801285,1.026995,1.247309,1.004558,1.053327,1.014532,1.048051,1.00056,1.059095,1.273254,1.031552,1.085125,1.037298,11611.09,5156.845,5658.374,795.8727,10815.22,6454.247,5952.718,12047.9,5240.886,5954.318,852.6941,11195.21,6807.013,6093.58
GA,Georgia,2003,1.011176,0.9679057,1.01695,1.233669,0.9934742,1.045645,1.005785,1.036542,0.987203,1.046217,1.255798,1.018463,1.074448,1.027271,11548.51,5081.133,5582.682,884.6907,10663.81,6467.373,5965.824,11998.6,5167.699,5881.527,949.3764,11049.23,6830.904,6117.076
GA,Georgia,2004,1.007284,0.96126,1.01514,1.232901,0.9874597,1.048466,1.000933,1.028944,0.9773071,1.040645,1.251419,1.008678,1.073387,1.019216,11578.55,5423.403,5182.636,972.5075,10606.04,6155.143,6395.91,12030.28,5514.145,5472.387,1043.752,10986.53,6516.139,6557.896
GA,Georgia,2005,1.011387,0.9522173,1.024463,1.265494,0.9868274,1.064926,1.001243,1.040462,0.9744946,1.057985,1.295157,1.015125,1.098239,1.026546,11436.41,5375.915,5007.45,1053.047,10383.36,6060.497,6428.962,12025.22,5549.75,5338.843,1136.63,10888.59,6475.473,6686.38
GA,Georgia,2006,1.010784,0.9606581,1.026318,1.207472,0.9922578,1.055969,0.9985863,1.038012,0.9821198,1.057358,1.236272,1.018857,1.086912,1.022485,11826.56,5556.733,5216.134,1053.695,10772.87,6269.83,6610.429,12450.28,5752.216,5562.609,1135.459,11314.82,6698.068,6887.675
GA,Georgia,2007,1.012794,0.9589763,1.032134,1.228465,0.9942085,1.061933,0.9973887,1.043551,0.983174,1.067353,1.262046,1.024275,1.097148,1.024181,12396.64,5860.615,5515.175,1020.854,11375.79,6536.029,6881.469,13093.41,6092.224,5899.12,1102.062,11991.34,7001.182,7194.286
GA,Georgia,2008,1.016285,0.9687597,1.034452,1.211158,1.000654,1.059506,1.001454,1.045859,0.9924644,1.067896,1.243909,1.029597,1.093058,1.027467,12425.76,5867.992,5603.025,954.744,11471.02,6557.77,6822.736,13048.39,6064.383,5959.108,1024.903,12023.49,6984.011,7089.287
GA,Georgia,2009,1.015597,0.976713,1.027947,1.168327,1.000819,1.051891,1.006317,1.042843,0.9981726,1.059531,1.198505,1.027462,1.083365,1.030024,11974.7,5735.479,5150.022,1089.203,10885.5,6239.225,6824.682,12525.64,5904.064,5459.785,1161.788,11363.85,6621.572,7065.852
GA,Georgia,2010,1.020109,0.980109,1.031499,1.12569,1.002637,1.057312,1.013242,1.043795,0.9986236,1.058872,1.152761,1.025427,1.084672,1.034527,11616.44,5547.098,4380.534,1688.807,9927.632,6069.341,7235.905,12148.11,5712.139,4640.572,1795.4,10352.71,6435.972,7507.539
GA,Georgia,2011,1.019416,0.9973044,1.012774,1.125643,1.004634,1.038399,1.024146,1.038148,1.012181,1.034461,1.145929,1.022854,1.059935,1.040813,11351.36,5215.177,4713.55,1422.636,9928.728,6136.186,6637.813,11922.99,5405.344,4997.187,1520.459,10402.53,6517.646,6925.803
GA,Georgia,2012,1.014452,0.9853483,1.007587,1.179384,0.9958636,1.040653,1.019525,1.034429,1.001554,1.030564,1.200139,1.01539,1.063484,1.037318,10808.47,5083.018,4585.055,1140.402,9668.072,5725.457,6223.419,11305.9,5260.462,4831.773,1213.668,10092.24,6045.44,6474.13
GA,Georgia,2013,1.022444,0.994483,1.017908,1.173698,1.00578,1.04688,1.025928,1.045965,1.014407,1.044002,1.199043,1.028803,1.073043,1.047492,10501.26,4863.772,4556.635,1080.856,9420.407,5637.491,5944.629,11040.37,5059.05,4826.721,1154.603,9885.771,5981.323,6213.652
GA,Georgia,2014,1.026316,0.9955147,1.021864,1.194106,1.008352,1.052893,1.029815,1.048475,1.014495,1.046309,1.21719,1.030123,1.077288,1.050198,10453.56,4805.513,4595.596,1052.447,9401.109,5648.043,5857.96,10990.67,5001.396,4866.728,1122.541,9868.123,5989.27,6123.937
GA,Georgia,2015,1.022953,0.9921888,1.01824,1.195178,1.005063,1.048972,1.026773,1.049061,1.014595,1.046751,1.223722,1.030607,1.077729,1.050954,10767.59,4898.594,4815.141,1053.854,9713.734,5868.994,5952.448,11308.47,5094.004,5090.166,1124.297,10184.17,6214.463,6218.301
HI,Hawaii,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9925.838,243.0419,8984.634,698.1619,9227.676,9682.796,941.2039,10011.19,245.1317,9061.889,704.1652,9307.021,9766.054,949.2969
HI,Hawaii,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9679.845,230.3347,8711.698,737.8121,8942.033,9449.511,968.1467,9763.077,232.3152,8786.605,744.1562,9018.921,9530.762,976.4714
HI,Hawaii,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9551.29,232.8192,8564.664,753.8078,8797.483,9318.472,986.627,9633.418,234.8211,8638.308,760.2894,8873.129,9398.597,995.1105
HI,Hawaii,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9794.415,237.1793,8736.783,820.4529,8973.963,9557.236,1057.632,9970.206,241.4362,8893.592,835.1784,9135.028,9728.771,1076.615
HI,Hawaii,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10049.43,235.1294,8826.828,987.468,9061.958,9814.296,1222.597,10378.31,242.8245,9115.705,1019.785,9358.529,10135.49,1262.609
HI,Hawaii,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10403.35,226.573,9236.02,940.7551,9462.593,10176.77,1167.328,10905.46,237.5084,9681.793,986.1604,9919.302,10667.95,1223.669
HI,Hawaii,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12211.66,218.2059,10970.31,1023.145,11188.52,11993.46,1241.351,12828.81,229.2335,11524.73,1074.853,11753.96,12599.58,1304.086
HI,Hawaii,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13489.08,251.4355,12023,1214.646,12274.44,13237.65,1466.081,14088.9,262.616,12557.63,1268.657,12820.25,13826.29,1531.273
HI,Hawaii,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14566.17,246.5114,13125.87,1193.789,13372.38,14319.66,1440.3,15269.33,258.4114,13759.5,1251.417,14017.91,15010.92,1509.829
HI,Hawaii,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14610.26,348.0135,12646.41,1615.84,12994.42,14262.25,1963.854,15376.78,366.2719,13309.89,1700.615,13676.17,15010.51,2066.887
HI,Hawaii,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15065.32,335.0564,13160.43,1569.839,13495.48,14730.26,1904.895,15903.63,353.7006,13892.74,1657.193,14246.44,15549.93,2010.893
HI,Hawaii,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17397.69,311.2577,15637.06,1449.37,15948.32,17086.43,1760.628,18312.84,327.6305,16459.6,1525.61,16787.23,17985.21,1853.24
HI,Hawaii,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18886.62,302.6826,16960.1,1623.838,17262.78,18583.94,1926.521,19823.61,317.699,17801.51,1704.399,18119.21,19505.91,2022.098
HI,Hawaii,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15552.68,469.0703,13182.24,1901.369,13651.31,15083.61,2370.439,16399.02,494.5959,13899.58,2004.836,14394.18,15904.42,2499.432
HI,Hawaii,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16558.58,565.6833,13574.53,2418.367,14140.21,15992.9,2984.05,17421.08,595.1487,14281.6,2544.335,14876.75,16825.93,3139.484
HI,Hawaii,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15467.16,537.6481,12623.48,2306.033,13161.13,14929.51,2843.681,16239.43,564.4928,13253.76,2421.172,13818.26,15674.94,2985.665
HI,Hawaii,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14665.79,371.2929,12256.36,2038.139,12627.65,14294.5,2409.431,15466.84,391.5729,12925.8,2149.461,13317.38,15075.26,2541.034
HI,Hawaii,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14322.15,311.0486,12210.39,1800.71,12521.44,14011.1,2111.759,15121.23,328.4031,12891.65,1901.178,13220.05,14792.83,2229.581
HI,Hawaii,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12837.2,319.6898,10806.57,1710.94,11126.26,12517.51,2030.63,13490.7,335.9643,11356.7,1798.039,11692.66,13154.74,2134.003
HI,Hawaii,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14452.47,295.1736,12619.22,1538.08,12914.39,14157.3,1833.253,15188.21,310.2001,13261.63,1616.379,13571.83,14878.01,1926.579
HI,Hawaii,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14824.12,344.0324,13057.87,1422.219,13401.9,14480.09,1766.251,15578.78,361.5461,13722.61,1494.62,14084.16,15217.23,1856.166
IA,Iowa,1995,1.004318,0.9701521,1.028342,1.143944,0.9988507,1.036844,0.9826154,1.009954,0.9768032,1.033395,1.142339,1.004735,1.041452,0.9887577,8992.576,4368.695,4279.664,344.2171,8648.359,4623.881,4712.912,10982.42,5330.634,5229,422.7896,10559.63,5651.79,5753.423
IA,Iowa,1996,1.004083,0.9679696,1.028414,1.15136,0.9983051,1.037328,0.9813594,1.011672,0.9768471,1.03515,1.15201,1.006138,1.043656,0.9897091,9162.339,4373.308,4437.224,351.8062,8810.531,4789.03,4725.114,11189.48,5335.158,5422.914,431.4068,10758.07,5854.32,5766.565
IA,Iowa,1997,1.002962,0.9641896,1.026823,1.146932,0.9974809,1.034851,0.9779242,1.012429,0.975167,1.035383,1.148923,1.007199,1.043012,0.9883147,9341.891,4196.724,4796.757,348.4107,8993.48,5145.167,4545.134,11397.52,5115.228,5854.969,427.3268,10970.2,6282.295,5542.555
