State,state_full,Year,revratio_all,revratio_lo,revratio_st,revratio_fe,revratio_lost,revratio_stfe,revratio_lofe,adj_revratio_all,adj_revratio_lo,adj_revratio_st,adj_revratio_fe,adj_revratio_lost,adj_revratio_stfe,adj_revratio_lofe,revpp_all,revpp_lo,revpp_st,revpp_fe,revpp_lost,revpp_stfe,revpp_lofe,adj_revpp_all,adj_revpp_lo,adj_revpp_st,adj_revpp_fe,adj_revpp_lost,adj_revpp_stfe,adj_revpp_lofe
TN,Tennessee,1996,1.021477,1.001571,1.017601,1.15401,1.009877,1.037311,1.025005,1.03081,1.007799,1.029943,1.159793,1.019384,1.048746,1.031611,7073.289,3122.603,3367.964,582.7216,6490.567,3950.686,3705.325,7778.076,3393.148,3737.415,647.5124,7130.563,4384.927,4040.661
TN,Tennessee,1997,1.013506,0.9858964,1.0204,1.122812,1.004048,1.034866,1.007035,1.026678,0.9951887,1.036718,1.134238,1.01726,1.050513,1.017084,7287.507,3164.268,3532.461,590.7775,6696.729,4123.239,3755.046,8003.112,3430.065,3917.297,655.7496,7347.362,4573.047,4085.815
TN,Tennessee,1998,1.014326,0.9935011,1.016194,1.112949,1.005304,1.030666,1.012626,1.025236,1.00012,1.031005,1.121342,1.016353,1.044514,1.019886,7886.347,3455.42,3759.216,671.7106,7214.637,4430.927,4127.131,8645.691,3738.904,4163.772,743.0152,7902.677,4906.788,4481.919
TN,Tennessee,1999,1.022078,1.004991,1.02091,1.12348,1.013108,1.036075,1.023106,1.030404,1.009516,1.033098,1.12864,1.021644,1.047217,1.027994,8048.036,3613.943,3769.18,664.9124,7383.124,4434.093,4278.855,8791.146,3907.154,4152.658,731.3345,8059.812,4883.992,4638.488
TN,Tennessee,2000,1.019,0.9987407,1.019321,1.126648,1.008978,1.036242,1.018731,1.029592,1.004944,1.034617,1.133186,1.019862,1.050133,1.025319,8094.328,3710.141,3683.426,700.7615,7393.566,4384.187,4410.903,8866.066,4014.946,4077.79,773.3307,8092.735,4851.121,4788.276
TN,Tennessee,2001,1.018678,1.002539,1.015939,1.118337,1.009125,1.032652,1.020906,1.030121,1.009349,1.0323,1.126565,1.02077,1.047671,1.028312,8300.921,3841.96,3721.186,737.7748,7563.146,4458.961,4579.734,9089.787,4149.079,4124.864,815.845,8273.942,4940.709,4964.924
TN,Tennessee,2002,1.013318,0.9907585,1.014895,1.118695,1.002458,1.033096,1.012081,1.02544,0.9986227,1.031523,1.127511,1.014781,1.048354,1.02057,8485.979,3949.873,3729.804,806.3032,7679.677,4536.107,4756.176,9340.763,4285.128,4157.935,897.6998,8443.063,5055.634,5182.828
TN,Tennessee,2003,1.015924,0.9936496,1.015369,1.121149,1.004303,1.03481,1.016363,1.025112,0.9992096,1.028431,1.126795,1.013726,1.046524,1.022433,8524.576,3896.549,3764.939,863.0886,7661.488,4628.028,4759.637,9397.665,4234.036,4200.853,962.7753,8434.889,5163.628,5196.812
TN,Tennessee,2004,1.026059,1.009817,1.015445,1.138798,1.012545,1.0399,1.03416,1.031258,1.01184,1.025035,1.13821,1.018319,1.047404,1.036109,8733.157,4007.104,3773.486,952.5677,7780.589,4726.054,4959.671,9651.005,4367.177,4223.525,1060.303,8590.702,5283.828,5427.479
TN,Tennessee,2005,1.017654,0.9874223,1.020943,1.125452,1.003864,1.042561,1.015124,1.026401,0.9920284,1.034307,1.130336,1.013014,1.054093,1.020196,8774.776,3941.196,3818.27,1015.311,7759.466,4833.581,4956.507,9753.901,4323.961,4295.301,1134.639,8619.262,5429.94,5458.601
TN,Tennessee,2006,1.021271,0.9923776,1.028541,1.115659,1.009809,1.046072,1.015791,1.027853,0.9938681,1.040457,1.119532,1.016623,1.056314,1.018145,8866.736,4071.981,3816.665,978.0907,7888.646,4794.755,5050.072,9829.222,4449.73,4287.366,1092.126,8737.096,5379.492,5541.856
TN,Tennessee,2007,1.025065,0.9891748,1.037339,1.132058,1.012691,1.055478,1.015513,1.031346,0.9906082,1.048747,1.133997,1.019368,1.065018,1.017508,8899.262,4053.827,3903.879,941.5556,7957.706,4845.435,4995.383,9920.541,4454.016,4409.372,1057.153,8863.388,5466.525,5511.169
TN,Tennessee,2008,1.025621,0.9975859,1.028376,1.134034,1.013312,1.04759,1.023286,1.03257,0.9999665,1.040169,1.136319,1.020732,1.057566,1.026003,9200.552,4020.995,4222.396,957.1601,8243.391,5179.557,4978.155,10305.54,4444.807,4784.712,1076.019,9229.52,5860.731,5520.825
TN,Tennessee,2009,1.018042,0.9773421,1.032591,1.11908,1.006174,1.048482,1.005295,1.026339,0.9821153,1.044346,1.122975,1.014925,1.058737,1.010271,9222.197,3912.619,4319.813,989.7646,8232.432,5309.578,4902.384,10349.73,4336.031,4898.524,1115.175,9234.555,6013.699,5451.206
TN,Tennessee,2010,1.025765,0.9890717,1.031445,1.125733,1.011186,1.052038,1.021013,1.0329,0.9927625,1.042234,1.128484,1.018858,1.061023,1.024951,9396.27,3886.989,4285.423,1223.857,8172.412,5509.28,5110.846,10516.64,4292.172,4847.299,1377.171,9139.471,6224.47,5669.344
TN,Tennessee,2011,1.027368,0.994205,1.026001,1.124461,1.011122,1.04956,1.028513,1.035502,0.9994082,1.037802,1.127598,1.020056,1.059147,1.033538,9268.469,3686.062,4222.837,1359.57,7908.899,5582.406,5045.632,10371.61,4069.754,4779.413,1522.438,8849.168,6301.851,5592.192
TN,Tennessee,2012,1.030861,0.9927998,1.030665,1.147841,1.012405,1.058032,1.03102,1.03441,0.9942451,1.037987,1.143797,1.017125,1.062535,1.031463,9281.264,3830.634,4150.429,1300.201,7981.063,5450.63,5130.835,10403.87,4243.684,4703.413,1456.775,8947.096,6160.188,5700.458
TN,Tennessee,2013,1.016705,0.9864911,1.024315,1.091981,1.006637,1.037896,1.009963,1.03279,0.9987066,1.043448,1.10664,1.022793,1.056145,1.023179,8930.869,3656.619,4202.864,1071.386,7859.483,5274.25,4728.005,10185.48,4110.014,4841.011,1234.457,8951.024,6075.467,5344.47
TN,Tennessee,2014,1.014467,0.9997059,1.008909,1.090214,1.004563,1.025054,1.01933,1.029434,1.012707,1.025908,1.102791,1.019732,1.041211,1.032561,9305.106,3872.799,4336.954,1095.354,8209.753,5432.308,4968.153,10684.18,4396.854,5017.633,1269.688,9414.488,6287.321,5666.542
TN,Tennessee,2015,1.013482,0.9780646,1.01113,1.154381,0.9953008,1.039555,1.0155,1.031301,0.9923425,1.031714,1.17113,1.013028,1.059484,1.030943,9490.438,3992.626,4379.432,1118.381,8372.059,5497.813,5111.007,10891.43,4532.581,5061.383,1297.468,9593.964,6358.852,5830.049
TX,Texas,1995,1.001433,0.8422219,1.144939,1.361326,0.9755695,1.17529,0.9013097,1.030356,0.8630059,1.177963,1.383321,1.004387,1.206881,0.9242864,8677.892,4349.973,3693.894,634.024,8043.867,4327.918,4983.997,9063.048,4459.764,3927.938,675.3459,8387.702,4603.284,5135.109
TX,Texas,1996,1.006363,0.839184,1.156054,1.310046,0.9843647,1.177076,0.8947108,1.040397,0.8645442,1.19374,1.336979,1.018473,1.213293,0.9221408,8975.277,4357.565,3968.489,649.224,8326.054,4617.712,5006.789,9362.46,4452.466,4221.276,688.7183,8673.742,4909.994,5141.184
TX,Texas,1997,1.010227,0.831992,1.181151,1.334657,0.9865099,1.202914,0.8902684,1.049893,0.8627468,1.22372,1.368774,1.026021,1.244319,0.9235979,8904.284,4446.257,3808.621,649.4064,8254.878,4458.027,5095.663,9278.649,4536.993,4050.962,690.6936,8587.955,4741.656,5227.687
TX,Texas,1998,1.008192,0.8346062,1.165895,1.324197,0.9843504,1.188539,0.8938547,1.047155,0.8647619,1.207876,1.357375,1.023185,1.229308,0.926597,9153.791,4495.962,3973.458,684.3708,8469.42,4657.829,5180.333,9531.453,4583.408,4220.664,727.3813,8804.072,4948.045,5310.79
TX,Texas,1999,1.00257,0.8356635,1.163997,1.307247,0.9783555,1.186144,0.8937825,1.037893,0.8624443,1.202442,1.338484,1.013387,1.223548,0.9233144,9316.214,4717.951,3870.871,727.3924,8588.821,4598.263,5445.343,9625.491,4777.62,4079.315,768.5568,8856.935,4847.872,5546.176
TX,Texas,2000,0.9998164,0.8259962,1.154794,1.301915,0.9754809,1.176938,0.8872467,1.038698,0.8541802,1.197228,1.337181,1.013994,1.218341,0.9189811,9901.839,4835.798,4286.354,779.6865,9122.152,5066.041,5615.484,10303.93,4909.676,4563.185,831.0669,9472.861,5394.252,5740.743
TX,Texas,2001,0.997106,0.8216626,1.16949,1.305024,0.9719783,1.191018,0.8823983,1.033114,0.8468696,1.209276,1.336539,1.007694,1.229486,0.9109688,10123.5,5133.293,4180.613,809.5907,9313.906,4990.204,5942.884,10533.43,5211.441,4459.946,862.0386,9671.388,5321.985,6073.48
TX,Texas,2002,0.9959386,0.8115055,1.190194,1.311162,0.9685061,1.211181,0.8761703,1.034096,0.8370621,1.23363,1.345241,1.00624,1.25299,0.905691,10350.38,5375.972,4095.43,878.9828,9471.402,4974.413,6254.955,10761.66,5450.117,4374.606,936.9335,9824.724,5311.54,6387.051
TX,Texas,2003,0.998377,0.8279493,1.171236,1.303999,0.9697523,1.195775,0.893462,1.02988,0.8487223,1.207266,1.329288,1.00099,1.229857,0.9177439,10620.22,5500.598,4153.207,966.4189,9653.805,5119.626,6467.017,11021.14,5569.569,4422.67,1028.901,9992.239,5451.571,6598.47
TX,Texas,2004,0.9974095,0.8336917,1.169219,1.301094,0.9656869,1.196889,0.9023559,1.026046,0.851772,1.20255,1.321429,0.9942693,1.22744,0.9238127,10473.18,5560.125,3861.151,1051.908,9421.275,4913.059,6612.032,10935.84,5655.468,4154.546,1125.825,9810.014,5280.372,6781.293
TX,Texas,2005,0.9963167,0.8170215,1.219948,1.290029,0.964578,1.235916,0.8859216,1.031939,0.8400723,1.261108,1.324379,0.999384,1.275492,0.9136313,10453.79,5742.194,3625.878,1085.72,9368.072,4711.598,6827.914,11018.51,5903.664,3940.253,1174.589,9843.917,5114.843,7078.253
TX,Texas,2006,0.9996796,0.8366047,1.213205,1.256554,0.96953,1.224023,0.9010857,1.03379,0.8596165,1.25411,1.290175,1.003037,1.263057,0.9278947,10740.37,6003.734,3546.807,1189.827,9550.541,4736.635,7193.562,11359.7,6218.052,3859.136,1282.514,10077.19,5141.65,7500.566
TX,Texas,2007,0.9967707,0.838337,1.177313,1.284032,0.9682819,1.199247,0.9000856,1.030058,0.8608792,1.218174,1.317116,1.000967,1.238495,0.9260662,11109.53,6028.996,4018.784,1061.746,10047.78,5080.53,7090.742,11759.55,6266.16,4347.729,1145.658,10613.89,5493.388,7411.818
TX,Texas,2008,0.9995195,0.8366401,1.129986,1.277306,0.9725907,1.15547,0.9040729,1.032525,0.8588682,1.169244,1.310047,1.005067,1.193686,0.9299621,10991.45,5200.253,4765.604,1025.592,9965.856,5791.195,6225.845,11603.99,5391.744,5109.593,1102.648,10501.34,6212.241,6494.392
TX,Texas,2009,0.9975727,0.842669,1.13088,1.267859,0.969955,1.156617,0.9084421,1.023843,0.859179,1.164034,1.293762,0.9957924,1.188456,0.9280463,11311.12,5537.017,4663.813,1110.285,10200.83,5774.098,6647.302,11706.27,5643.73,4896.162,1166.376,10539.89,6062.538,6810.106
TX,Texas,2010,1.00848,0.8652195,1.1202,1.203832,0.9747071,1.144207,0.9439576,1.029785,0.8788183,1.147885,1.223145,0.9960231,1.16942,0.9601728,11485.57,5396.08,4317.338,1772.151,9713.418,6089.489,7168.23,11751.6,5443.673,4480.604,1827.327,9924.276,6307.93,7271
TX,Texas,2011,1.004069,0.8588207,1.114405,1.202851,0.9710248,1.138697,0.9374607,1.02184,0.8696622,1.137977,1.219021,0.9888635,1.160142,0.9504769,11071.65,5134.807,4281.281,1655.567,9416.088,5936.848,6790.374,11295.07,5176.588,4421.689,1696.791,9598.277,6118.48,6873.379
TX,Texas,2012,1.003686,0.8602458,1.120577,1.237777,0.9739817,1.146955,0.9296731,1.022545,0.8715126,1.145435,1.255764,0.9924928,1.170354,0.9435644,10528.2,5079.506,4196.461,1252.234,9275.967,5448.695,6331.74,10723.74,5112.266,4319.028,1292.447,9431.294,5611.475,6404.712
TX,Texas,2013,1.005905,0.8672979,1.128765,1.258133,0.9767654,1.156743,0.9320918,1.026127,0.8797709,1.156818,1.276556,0.996878,1.18274,0.946537,10283.87,5184.045,3971.442,1128.382,9155.487,5099.823,6312.427,10389.64,5186.218,4053.014,1150.408,9239.232,5203.422,6336.626
TX,Texas,2014,1.003593,0.8603165,1.135245,1.259993,0.975918,1.160727,0.9230702,1.023158,0.8722258,1.162861,1.277833,0.995417,1.186366,0.9367197,10569.58,5345.746,4133.177,1090.654,9478.924,5223.832,6436.4,10665.57,5349.018,4207.585,1108.965,9556.604,5316.551,6457.982
TX,Texas,2015,1.001998,0.857164,1.145706,1.2615,0.9745893,1.169566,0.9182907,1.0221,0.869509,1.174796,1.279244,0.994687,1.196349,0.9322167,10994.57,5712.495,4172.763,1109.312,9885.258,5282.074,6821.807,11084.24,5715.077,4242.189,1126.978,9957.266,5369.168,6842.055
UT,Utah,1995,1.028704,1.034154,0.9991405,1.234195,1.013812,1.02521,1.063649,1.038543,1.042867,1.009162,1.248372,1.023278,1.035774,1.073282,6429.352,2513.15,3474.868,441.3334,5988.019,3916.202,2954.484,6965.561,2720.249,3765.287,480.0244,6485.537,4245.312,3200.274
UT,Utah,1996,1.040885,1.049195,1.014313,1.237858,1.027189,1.036506,1.079101,1.05232,1.059341,1.026021,1.253141,1.038307,1.048628,1.090181,6474.946,2236.361,3810.141,428.444,6046.502,4238.584,2664.805,7021.792,2421.77,4133.708,466.3147,6555.478,4600.022,2888.085
UT,Utah,1997,1.043767,1.055438,1.019629,1.226973,1.031484,1.038518,1.084327,1.056723,1.067199,1.032731,1.243084,1.044138,1.052016,1.097007,6731.415,2090.963,4209.463,430.9895,6300.426,4640.452,2521.952,7305.937,2267.275,4567.601,471.06,6834.876,5038.661,2738.335
UT,Utah,1998,1.044715,1.06003,1.016369,1.217483,1.031397,1.037522,1.08884,1.057921,1.072013,1.029801,1.233693,1.044317,1.051314,1.101716,6942.784,2221.856,4215.978,504.9498,6437.834,4720.928,2726.806,7489.804,2393.771,4549.124,546.91,6942.895,5096.034,2940.68
UT,Utah,1999,1.050995,1.076434,1.017216,1.22944,1.0374,1.039204,1.104388,1.063743,1.088761,1.029906,1.243997,1.049968,1.052149,1.117189,7206.522,2287.209,4401.466,517.8469,6688.675,4919.313,2805.056,7801.989,2475.858,4763.825,562.3056,7239.683,5326.131,3038.164
UT,Utah,2000,1.051489,1.072485,1.016977,1.235862,1.036918,1.041009,1.101944,1.065415,1.085028,1.031451,1.251354,1.050663,1.055658,1.115162,7335.087,2446.608,4342.655,545.8249,6789.263,4888.479,2992.433,8004.494,2663.787,4742.816,597.8905,7406.604,5340.707,3261.678
UT,Utah,2001,1.047914,1.060613,1.014839,1.230239,1.031638,1.041462,1.093802,1.060621,1.071701,1.028227,1.243737,1.044139,1.05502,1.105658,7691.898,2594.531,4456.373,640.9938,7050.904,5097.367,3235.525,8377.229,2815.824,4857.969,703.4351,7673.793,5561.404,3519.26
UT,Utah,2002,1.036912,1.045564,1.009038,1.201251,1.022156,1.03266,1.076705,1.046611,1.054132,1.019279,1.210842,1.031773,1.042928,1.085678,7855.91,2590.871,4607.81,657.2291,7198.681,5265.039,3248.1,8562.343,2817.081,5024.86,720.4013,7841.941,5745.261,3537.483
UT,Utah,2003,1.039495,1.048063,1.008911,1.196535,1.023943,1.034894,1.078507,1.046845,1.054591,1.016514,1.204672,1.031116,1.042698,1.08555,7667.537,2680.759,4285.437,701.3412,6966.195,4986.778,3382.1,8355.902,2916.051,4671.059,768.7927,7587.109,5439.851,3684.844
UT,Utah,2004,1.043862,1.048557,1.011147,1.211795,1.025587,1.041355,1.08446,1.050459,1.054167,1.01812,1.219124,1.032028,1.048482,1.090573,7716.598,2687.393,4258.884,770.321,6946.277,5029.205,3457.714,8501.556,2958.281,4691.395,851.8799,7649.676,5543.274,3810.161
UT,Utah,2005,1.048616,1.04232,1.019854,1.226111,1.028699,1.052065,1.083084,1.059257,1.051743,1.030798,1.238882,1.039033,1.063364,1.0934,7910.048,2798.325,4300.15,811.5728,7098.475,5111.723,3609.898,8696.862,3071.365,4730.311,895.1868,7801.676,5625.498,3966.551
UT,Utah,2006,1.040456,1.043906,1.007821,1.205417,1.022188,1.038528,1.079054,1.048388,1.051156,1.016185,1.213146,1.030098,1.046843,1.086494,8005.646,2870.576,4323.265,811.8052,7193.841,5135.07,3682.381,8826.741,3161.796,4767.99,896.9557,7929.786,5664.946,4058.752
UT,Utah,2007,1.044285,1.055284,1.009182,1.206784,1.027704,1.037975,1.08597,1.053902,1.064356,1.018918,1.217575,1.03717,1.047907,1.095439,8292.153,3026.187,4485.954,780.0125,7512.141,5265.966,3806.199,9127.229,3329.679,4937.484,860.0665,8267.163,5797.551,4189.745
UT,Utah,2008,1.036309,1.050631,1.009598,1.14909,1.025184,1.028741,1.070929,1.045946,1.060049,1.019693,1.156853,1.035022,1.038492,1.079983,8306.668,2875.828,4677.132,753.7083,7552.96,5430.84,3629.536,9165.368,3173.353,5161.64,830.3747,8334.993,5992.015,4003.728
UT,Utah,2009,1.03827,1.04607,1.014022,1.118502,1.026797,1.034093,1.065193,1.049526,1.057526,1.025,1.130192,1.037977,1.045238,1.076717,8796.576,3070.673,4615.218,1110.685,7685.892,5725.903,4181.358,9719.616,3395.247,5095.746,1228.624,8490.992,6324.37,4623.87
UT,Utah,2010,1.023687,1.029672,0.9960871,1.114596,1.009811,1.0204,1.052768,1.031544,1.037199,1.004011,1.122785,1.017606,1.028427,1.060446,8573.94,3042.189,4381.297,1150.454,7423.486,5531.751,4192.644,9440.573,3357.46,4815.423,1267.691,8172.883,6083.114,4625.15
UT,Utah,2011,1.030858,1.035935,0.9986503,1.149843,1.014806,1.027722,1.062978,1.037451,1.041812,1.005751,1.156316,1.021414,1.034747,1.06895,8001.649,3057.403,3976.644,967.6013,7034.048,4944.246,4025.005,8800.807,3370.261,4366.238,1064.307,7736.499,5430.545,4434.568
UT,Utah,2012,1.02782,1.028358,1.000561,1.166791,1.012506,1.02748,1.05661,1.03507,1.03492,1.008339,1.173527,1.0198,1.035165,1.063153,7859.718,3042.625,4021.866,795.2267,7064.491,4817.092,3837.852,8578.021,3331.055,4378.454,868.511,7709.509,5246.965,4199.566
UT,Utah,2013,1.032401,1.03138,1.001435,1.210285,1.014148,1.03304,1.066203,1.040698,1.039092,1.010308,1.217411,1.022564,1.041709,1.073723,7781.696,2995.926,4044.533,741.2371,7040.459,4785.771,3737.163,8518.79,3288.979,4418.418,811.3928,7707.396,5229.811,4100.371
UT,Utah,2014,1.030989,1.039291,1.003656,1.165761,1.018309,1.02599,1.062839,1.037611,1.044502,1.011236,1.171997,1.024956,1.033441,1.0682,7733.758,2909.709,4147.887,676.1618,7057.596,4824.048,3585.871,8463.765,3193.106,4530.139,740.5201,7723.244,5270.659,3933.626
UT,Utah,2015,1.029304,1.029294,1.008075,1.163644,1.017018,1.029311,1.053248,1.039645,1.038363,1.019208,1.174808,1.0273,1.040455,1.06262,8198.253,3165.87,4335.042,697.3409,7500.912,5032.383,3863.211,8969.114,3471.208,4735.85,762.0566,8207.058,5497.906,4233.264
VA,Virginia,1995,0.9915209,0.8945687,1.129872,1.336084,0.9711933,1.161501,0.9300868,1.044764,0.9465846,1.1734,1.379917,1.024089,1.20498,0.9837114,9205.504,5775.404,2890.355,539.7444,8665.76,3430.1,6315.148,9334.989,5702.229,3062.914,569.8463,8765.143,3632.76,6272.075
VA,Virginia,1996,0.9813478,0.89021,1.121667,1.339525,0.961746,1.15444,0.923187,1.034115,0.9416488,1.164464,1.381998,1.014143,1.197092,0.9761826,9226.636,5957.97,2763.08,505.5864,8721.05,3268.666,6463.556,9318.265,5859.855,2925.162,533.2479,8785.017,3458.409,6393.103
VA,Virginia,1997,0.9933137,0.9029171,1.12919,1.31645,0.9774987,1.153401,0.9310533,1.043757,0.9513336,1.171863,1.361095,1.02746,1.196369,0.9811325,9784.886,6162.908,3141.749,480.2289,9304.656,3621.978,6643.137,9895.391,6072.347,3315.284,507.7592,9387.631,3823.043,6580.106
VA,Virginia,1998,0.9809039,0.8856565,1.128213,1.289582,0.9645119,1.150871,0.9151208,1.030898,0.9331913,1.171025,1.332121,1.014188,1.19359,0.9641466,9995.183,6321.879,3147.943,525.3605,9469.822,3673.304,6847.24,10073.14,6209.716,3312.267,551.159,9521.983,3863.426,6760.875
VA,Virginia,1999,0.9824767,0.8822001,1.131113,1.21278,0.9704921,1.141562,0.9068698,1.025505,0.9228113,1.169033,1.249772,1.013392,1.179369,0.9485493,10434.86,6327.513,3577.685,529.663,9905.198,4107.348,6857.176,10559.85,6259.479,3745.523,554.8481,10005,4300.372,6814.327
VA,Virginia,2000,0.9895815,0.8586451,1.116717,1.293445,0.9723637,1.136853,0.8986393,1.032887,0.8976251,1.156394,1.331116,1.015357,1.176385,0.9398246,10790.97,5631.474,4561.837,597.6608,10193.31,5159.498,6229.134,10830.36,5494.069,4715.749,620.5469,10209.82,5336.295,6114.616
VA,Virginia,2001,0.9865801,0.8634086,1.106991,1.269679,0.9702075,1.125949,0.9013432,1.032812,0.9049449,1.149855,1.31111,1.016063,1.168739,0.9452496,11070.02,5805.203,4642.729,622.0927,10447.93,5264.821,6427.296,11044.03,5619.404,4780.598,644.0232,10400,5424.621,6263.427
VA,Virginia,2002,0.9828671,0.8489224,1.115368,1.307018,0.961851,1.140795,0.8952567,1.032749,0.892735,1.162783,1.352078,1.011178,1.188047,0.9420699,11200.69,5965.013,4527.691,707.9859,10492.7,5235.677,6672.999,11183.87,5785.001,4664.75,734.1175,10449.75,5398.868,6519.119
VA,Virginia,2003,0.9839188,0.8585896,1.114389,1.278759,0.9635735,1.138047,0.9026135,1.02871,0.8976859,1.156263,1.320428,1.007723,1.180003,0.9447372,11470.06,6234.411,4470.023,765.6281,10704.43,5235.651,7000.039,11353.63,5992.709,4573.358,787.5645,10566.07,5360.922,6780.273
VA,Virginia,2004,0.980355,0.8627299,1.104594,1.259148,0.9603326,1.127944,0.9053319,1.02632,0.9031024,1.147324,1.301878,1.005618,1.170786,0.9488159,11705.83,6429.588,4467.746,808.4929,10897.33,5276.239,7238.081,11336.15,6035.218,4484.812,816.1186,10520.03,5300.93,6851.336
VA,Virginia,2005,0.9779139,0.8246524,1.131294,1.319416,0.9539419,1.158144,0.8782016,1.033955,0.8726747,1.183186,1.373118,1.009027,1.210418,0.9306554,12240.24,6494.782,4910.082,835.3727,11404.86,5745.455,7330.154,11684.02,5988.616,4863.483,831.9258,10852.1,5695.409,6820.542
VA,Virginia,2006,0.9665901,0.8199844,1.122652,1.290065,0.9444349,1.146557,0.868966,1.024105,0.8718959,1.173639,1.342845,1.001214,1.197925,0.9244781,12669.39,6873.869,4955.699,839.8207,11829.57,5795.52,7713.69,12002.22,6296.778,4874.336,831.1097,11171.11,5705.446,7127.888
VA,Virginia,2007,0.9761748,0.8384861,1.10842,1.308542,0.9546602,1.134584,0.8864522,1.031974,0.8887419,1.159539,1.360178,1.009754,1.185937,0.9401528,13200.16,6947.688,5418.611,833.8595,12366.3,6252.471,7781.547,12568.29,6402.15,5338.663,827.4811,11740.81,6166.144,7229.631
VA,Virginia,2008,0.9765211,0.8361603,1.121076,1.297433,0.956479,1.143797,0.8811619,1.034081,0.8883377,1.172864,1.352411,1.013282,1.196118,0.9367576,13151.08,7030.583,5317.72,802.7728,12348.3,6120.493,7833.356,12535.29,6485.03,5252.36,797.8989,11737.39,6050.259,7282.929
VA,Virginia,2009,0.9874151,0.8491195,1.125387,1.291822,0.9686972,1.14609,0.8924207,1.043533,0.8998993,1.175705,1.347439,1.024063,1.197101,0.9466068,13594.61,7135.443,5641.047,818.123,12776.49,6459.17,7953.566,12962.3,6575.762,5575.987,810.5473,12151.75,6386.535,7386.31
VA,Virginia,2010,0.9869129,0.8511775,1.122077,1.227493,0.9602032,1.14487,0.9101409,1.042962,0.9015861,1.172524,1.281665,1.015287,1.196149,0.9648737,12975.77,6854.567,4783.659,1337.543,11638.23,6121.202,8192.11,12319.82,6289.024,4711.075,1319.722,11000.1,6030.797,7608.746
VA,Virginia,2011,0.9770041,0.854386,1.101693,1.211174,0.9525434,1.124503,0.9070591,1.030965,0.9022891,1.152524,1.264108,1.005534,1.175856,0.9589549,12300.14,6598.245,4499.441,1202.454,11097.69,5701.895,7800.699,11614.55,6038.662,4395.611,1180.278,10434.27,5575.889,7218.94
VA,Virginia,2012,0.9792959,0.8471259,1.102441,1.28379,0.9499049,1.137514,0.9078616,1.036706,0.8984,1.156067,1.338475,1.006135,1.191643,0.9636554,12204.67,6524.174,4559.418,1121.074,11083.59,5680.493,7645.248,11498.87,5956.452,4439.461,1102.961,10395.91,5542.421,7059.412
VA,Virginia,2013,0.9711815,0.8462515,1.089785,1.331287,0.9444606,1.127316,0.8998947,1.029614,0.898603,1.145651,1.386737,1.001747,1.183615,0.9562697,12271.13,6693.823,4685.584,891.7175,11379.41,5577.302,7585.541,11502.33,6098.512,4528.665,875.1488,10627.18,5403.814,6973.661
VA,Virginia,2014,0.9726239,0.8565758,1.089839,1.273388,0.9523508,1.115722,0.8993507,1.0263,0.9048078,1.140918,1.326452,1.005168,1.167282,0.9508063,12029.69,6526.806,4708.878,794.0072,11235.68,5502.886,7320.813,11274.3,5946.018,4553.558,774.7275,10499.58,5328.286,6720.746
VA,Virginia,2015,0.9716616,0.8406994,1.106446,1.300043,0.9502487,1.132887,0.8865703,1.033983,0.8969551,1.165724,1.359881,1.011747,1.192468,0.9462191,12350.23,6689.455,4869.913,790.8673,11559.37,5660.78,7480.322,11558.51,6080.722,4706.071,771.713,10786.79,5477.784,6852.435
VT,Vermont,1995,1.001403,0.9186674,1.224203,1.272366,0.9959958,1.227723,0.927871,1.007558,0.9245917,1.230363,1.277594,1.002164,1.23381,0.9337944,13228.93,9594.673,3367.323,266.9347,12962,3634.257,9861.607,16456.63,11925.55,4198.699,332.3808,16124.25,4531.08,12257.93
VT,Vermont,1996,0.9968623,0.923588,1.209608,1.282649,0.9908029,1.215653,0.9332714,1.002215,0.9288363,1.214876,1.285771,0.9962031,1.220731,0.9384677,13169.87,9786.399,3101.448,282.0182,12887.85,3383.466,10068.42,16388.08,12169.57,3867.693,350.809,16037.27,4218.502,12520.38
VT,Vermont,1997,1.002452,0.9298852,1.202155,1.295999,0.9962552,1.209635,0.939828,1.006391,0.933688,1.206565,1.296788,1.000256,1.213755,0.9435575,13438.8,9877.048,3275.36,286.3942,13152.41,3561.755,10163.44,16742.18,12301.61,4083.674,356.9014,16385.28,4440.575,12658.51
VT,Vermont,1998,1.000529,0.9261507,1.199952,1.305731,0.9940782,1.208256,0.936529,1.005975,0.9317988,1.204547,1.305571,0.9996462,1.212454,0.9420207,14117.91,10317.76,3498.944,301.2084,13816.7,3800.152,10618.96,17421.42,12721.28,4328.887,371.2503,17050.17,4700.138,13092.53
VT,Vermont,1999,1.008675,0.822545,1.104957,1.350323,1.000387,1.114058,0.8549952,1.0129,0.8267685,1.109758,1.348505,1.004752,1.118632,0.8588097,14624.59,5189.268,9077.243,358.0774,14266.51,9435.32,5547.345,17665.69,6281.592,10951.45,432.6508,17233.04,11384.1,6714.243
VT,Vermont,2000,1.013701,0.8371567,1.103463,1.299513,1.006243,1.111203,0.8680028,1.019135,0.8418987,1.109704,1.299799,1.011802,1.117224,0.8724446,14902.13,5220.505,9293.192,388.4332,14513.7,9681.626,5608.938,18017.55,6320.068,11227.47,470.0107,17547.54,11697.48,6790.079
