State,Year,revratio_all,revratio_lo,revratio_st,revratio_fe,revratio_stlo,revratio_stfe,revratio_lofe,adjrevratio_all,adjrevratio_lo,adjrevratio_st,adjrevratio_fe,adjrevratio_stlo,adjrevratio_stfe,adjrevratio_lofe,revpp_all_2015dol,revpp_lo_2015dol,revpp_st_2015dol,revpp_fe_2015dol,revpp_stlo_2015dol,revpp_stfe_2015dol,revpp_lofe_2015dol,adj_revpp_all_2015dol,adj_revpp_lo_2015dol,adj_revpp_st_2015dol,adj_revpp_fe_2015dol,adj_revpp_stlo_2015dol,adj_revpp_stfe_2015dol,adj_revpp_lofe_2015dol
"SC",2014,1.003417,.989755,.9957405,1.104828,.9928332,1.014143,1.010107,1.010243,.9966167,1.002486,1.111549,.9996399,1.020905,1.017021,11507.05,5044.056,5348.562,1114.436,10392.62,6462.998,6158.492,12816.68,5607.243,5964.955,1244.482,11572.2,7209.437,6851.725
"SC",2015,1.007935,.9897959,1.002723,1.119195,.9964809,1.022061,1.012535,1.015127,.9969127,1.009752,1.127036,1.003564,1.029255,1.019885,11839.51,5161.948,5544.339,1133.221,10706.29,6677.56,6295.169,13190.58,5737.758,6185.944,1266.883,11923.7,7452.827,7004.641
"SD",1995,1.043047,.8898687,1.151151,1.906515,.9634832,1.337311,1.005464,1.058569,.901449,1.166288,1.936849,.9766355,1.35687,1.020786,7848.38,5033.492,2060.112,754.7764,7093.604,2814.888,5788.268,10004.08,6386.352,2642.973,974.7535,9029.324,3617.726,7361.105
"SD",1996,1.033711,.8994588,1.110932,1.750214,.9667653,1.256013,1.002005,1.048786,.9111931,1.125974,1.775454,.9799647,1.274228,1.016875,7860.246,4797.019,2315.765,747.4615,7112.784,3063.227,5544.48,10012.65,6083.349,2964.155,965.1497,9047.504,3929.305,7048.499
"SD",1997,1.043243,.9070152,1.100539,1.699433,.9815319,1.2181,1.012126,1.057677,.9186249,1.114022,1.721794,.9943575,1.234014,1.026821,8127.718,4473.748,2885.516,768.4546,7359.264,3653.971,5242.202,10360.16,5670.113,3697.277,992.7659,9367.39,4690.043,6662.879
"SD",1998,1.063548,.9077482,1.117152,1.841068,.9887223,1.261413,1.034335,1.079982,.9203101,1.132306,1.869673,1.002916,1.279993,1.051182,8615.958,4716.809,3061.674,837.4747,7778.483,3899.149,5554.284,11059.3,6014.709,3954.442,1090.153,9969.151,5044.595,7104.863
"SD",1999,1.069052,.9183161,1.112952,1.780668,.9948631,1.252867,1.044769,1.083301,.9293376,1.12688,1.802433,1.007453,1.269126,1.059031,8910.517,4804.648,3190.683,915.1859,7995.331,4105.869,5719.834,11541.31,6191.987,4150.567,1198.759,10342.55,5349.326,7390.746
"SD",2000,1.081718,.9057361,1.127534,1.782091,.9923955,1.288613,1.057423,1.095005,.9162216,1.14021,1.800302,1.004176,1.303229,1.070891,9163.982,4852.532,3192.099,1119.351,8044.631,4311.45,5971.883,11947.98,6297.537,4177.81,1472.631,10475.35,5650.441,7770.168
"SD",2001,1.107713,.9476561,1.109572,1.889846,1.0124,1.291827,1.106683,1.122284,.9591196,1.12299,1.912825,1.024943,1.308302,1.121891,9255.047,4864.962,3299.392,1090.693,8164.354,4390.085,5955.655,12021.38,6290.812,4299.698,1430.867,10590.51,5730.565,7721.679
"SD",2002,1.105892,.9060729,1.097003,1.947921,.9870237,1.309554,1.111147,1.121337,.9164652,1.111101,1.974653,.9994021,1.327965,1.127422,9616.988,4735.924,3569.153,1311.912,8305.077,4881.064,6047.835,12578.69,6158.583,4683.955,1736.152,10842.54,6420.106,7894.735
"SD",2003,1.096083,.9174851,1.085417,1.780177,.9838704,1.28916,1.101569,1.10813,.9254428,1.096813,1.799433,.9934916,1.303798,1.113976,9734.722,4943.551,3301.543,1489.627,8245.094,4791.17,6433.178,12840.94,6488.615,4367.486,1984.842,10856.1,6352.328,8473.458
"SD",2004,1.092413,.9090142,1.079504,1.785992,.9770337,1.287399,1.099124,1.105045,.9161445,1.091704,1.808077,.9865248,1.303774,1.112012,10081.96,5067.082,3442.654,1572.227,8509.736,5014.881,6639.309,13303.49,6647.26,4555.688,2100.544,11202.95,6656.231,8747.804
"SD",2005,1.130872,.8875122,1.131516,1.956179,.9832055,1.389878,1.13055,1.145988,.8959888,1.146299,1.984747,.9945345,1.409937,1.145833,10233.89,5107.987,3404.684,1721.223,8512.671,5125.907,6829.21,13553.59,6733.036,4520.021,2300.53,11253.06,6820.552,9033.565
"SD",2006,1.114367,.9037654,1.107572,1.87143,.9822544,1.345766,1.117682,1.131341,.9153737,1.124081,1.89765,.996039,1.366654,1.134892,10489.31,5335.787,3436.24,1717.281,8772.026,5153.521,7053.067,13774.99,6974.463,4520.647,2279.876,11495.11,6800.523,9254.34
"SD",2007,1.113623,.8966367,1.117407,1.946093,.9804885,1.36295,1.111781,1.131565,.9086017,1.13498,1.976214,.9949112,1.385604,1.129898,10693.86,5551.595,3503.442,1638.826,9055.037,5142.269,7190.421,14018.92,7243.691,4602.673,2172.554,11846.36,6775.228,9416.246
"SD",2008,1.116627,.8988225,1.107571,1.990719,.9790721,1.364087,1.121131,1.134957,.911582,1.125381,2.020109,.9940185,1.386875,1.13973,10773.49,5558.323,3574.051,1641.118,9132.373,5215.168,7199.44,14060.45,7223.88,4670.61,2165.961,11894.49,6836.57,9389.841
"SD",2009,1.108178,.8793529,1.099984,1.973734,.9636608,1.365672,1.112168,1.12345,.888054,1.115149,2.003994,.9749961,1.386899,1.127494,10763.76,5504.848,3520.284,1738.627,9025.131,5258.911,7243.475,14090.5,7181.078,4610.517,2298.907,11791.6,6909.424,9479.985
"SD",2010,1.110287,.9000559,1.08998,1.759645,.9713687,1.33304,1.119382,1.125073,.9092773,1.104729,1.783707,.9827616,1.352527,1.134178,11365,5657.207,3504.287,2203.508,9161.493,5707.795,7860.715,14722.8,7304.078,4537.583,2881.136,11841.66,7418.72,10185.21
"SD",2011,1.104639,.8950787,1.089814,1.738846,.9642354,1.339046,1.110717,1.11772,.9025812,1.103106,1.761275,.9738383,1.357282,1.123701,10833.47,5542.104,3143.024,2148.342,8685.129,5291.366,7690.446,13889.36,7084.665,4025.053,2779.644,11109.72,6804.697,9864.309
"SD",2012,1.112771,.8980677,1.089116,1.99828,.9663305,1.376772,1.12323,1.124372,.904243,1.101193,2.020164,.9745748,1.394281,1.13459,10448.49,5584.82,3192.667,1671.007,8777.486,4863.674,7255.827,13385.44,7140.207,4081.593,2163.637,11221.8,6245.23,9303.845
"SD",2013,1.08215,.8956702,1.091429,1.875365,.9654754,1.320364,1.077964,1.093093,.9016341,1.103945,1.897132,.9736626,1.337449,1.088218,10231.47,5572.914,3185.159,1473.4,8758.072,4658.559,7046.313,13130.41,7143.783,4077.065,1909.564,11220.85,5986.629,9053.347
"SD",2014,1.072244,.9010004,1.095386,1.817964,.9690607,1.300057,1.061965,1.082906,.9068676,1.10841,1.84049,.9772705,1.317265,1.071631,10269.17,5715.401,3169.22,1384.553,8884.621,4553.773,7099.954,13174.29,7329.533,4053.941,1790.816,11383.47,5844.756,9120.349
"SD",2015,1.09806,.8917024,1.103398,2.020588,.9648786,1.373606,1.09575,1.108114,.8962272,1.115417,2.042792,.9718127,1.391034,1.10497,10602.08,5882.281,3204.922,1514.877,9087.203,4719.799,7397.158,13604.34,7542.062,4098.568,1963.714,11640.63,6062.281,9505.775
"TN",1995,1.025352,1.00881,1.014114,1.176149,1.011592,1.038126,1.035752,1.030621,1.010821,1.022702,1.176642,1.01711,1.045608,1.038064,6907.809,3000.532,3313.005,594.2714,6313.537,3907.276,3594.804,7600.17,3261.882,3676.659,661.6282,6938.542,4338.288,3923.51
"TN",1996,1.021477,1.001571,1.017601,1.15401,1.009877,1.037311,1.025005,1.03081,1.007799,1.029943,1.159793,1.019384,1.048746,1.031611,7073.289,3122.603,3367.964,582.7216,6490.567,3950.686,3705.325,7778.076,3393.148,3737.415,647.5124,7130.563,4384.927,4040.661
"TN",1997,1.013506,.9858964,1.0204,1.122812,1.004048,1.034866,1.007035,1.026678,.9951887,1.036718,1.134238,1.01726,1.050513,1.017084,7287.507,3164.268,3532.461,590.7775,6696.729,4123.239,3755.046,8003.112,3430.065,3917.297,655.7496,7347.362,4573.047,4085.815
"TN",1998,1.014326,.9935011,1.016194,1.112949,1.005304,1.030666,1.012626,1.025236,1.00012,1.031005,1.121342,1.016353,1.044514,1.019886,7886.347,3455.42,3759.216,671.7106,7214.637,4430.927,4127.131,8645.691,3738.904,4163.772,743.0152,7902.677,4906.788,4481.919
"TN",1999,1.022078,1.004991,1.02091,1.12348,1.013108,1.036075,1.023106,1.030404,1.009516,1.033098,1.12864,1.021644,1.047217,1.027994,8048.036,3613.943,3769.18,664.9124,7383.124,4434.093,4278.855,8791.146,3907.154,4152.658,731.3345,8059.812,4883.992,4638.488
"TN",2000,1.019,.9987407,1.019321,1.126648,1.008978,1.036242,1.018731,1.029592,1.004944,1.034617,1.133186,1.019862,1.050133,1.025319,8094.328,3710.141,3683.426,700.7615,7393.566,4384.187,4410.903,8866.066,4014.946,4077.79,773.3307,8092.735,4851.121,4788.276
"TN",2001,1.018678,1.002539,1.015939,1.118337,1.009125,1.032652,1.020906,1.030121,1.009349,1.0323,1.126565,1.02077,1.047671,1.028312,8300.921,3841.96,3721.186,737.7748,7563.146,4458.961,4579.734,9089.787,4149.079,4124.864,815.845,8273.942,4940.709,4964.924
"TN",2002,1.013318,.9907585,1.014895,1.118695,1.002458,1.033096,1.012081,1.02544,.9986227,1.031523,1.127511,1.014781,1.048354,1.02057,8485.979,3949.873,3729.804,806.3032,7679.677,4536.107,4756.176,9340.763,4285.128,4157.935,897.6998,8443.063,5055.634,5182.828
"TN",2003,1.015924,.9936496,1.015369,1.121149,1.004303,1.03481,1.016363,1.025112,.9992096,1.028431,1.126795,1.013726,1.046524,1.022433,8524.576,3896.549,3764.939,863.0886,7661.488,4628.028,4759.637,9397.665,4234.036,4200.853,962.7753,8434.889,5163.628,5196.812
"TN",2004,1.026059,1.009817,1.015445,1.138798,1.012545,1.0399,1.03416,1.031258,1.01184,1.025035,1.13821,1.018319,1.047404,1.036109,8733.157,4007.104,3773.486,952.5677,7780.589,4726.054,4959.671,9651.005,4367.177,4223.525,1060.303,8590.702,5283.828,5427.479
"TN",2005,1.017654,.9874223,1.020943,1.125452,1.003864,1.042561,1.015124,1.026401,.9920284,1.034307,1.130336,1.013014,1.054093,1.020196,8774.776,3941.196,3818.27,1015.311,7759.466,4833.581,4956.507,9753.901,4323.961,4295.301,1134.639,8619.262,5429.94,5458.601
"TN",2006,1.021271,.9923776,1.028541,1.115659,1.009809,1.046072,1.015791,1.027853,.9938681,1.040457,1.119532,1.016623,1.056314,1.018145,8866.736,4071.981,3816.665,978.0907,7888.646,4794.755,5050.072,9829.222,4449.73,4287.366,1092.126,8737.096,5379.492,5541.856
"TN",2007,1.025065,.9891748,1.037339,1.132058,1.012691,1.055478,1.015513,1.031346,.9906082,1.048747,1.133997,1.019368,1.065018,1.017508,8899.262,4053.827,3903.879,941.5556,7957.706,4845.435,4995.383,9920.541,4454.016,4409.372,1057.153,8863.388,5466.525,5511.169
"TN",2008,1.025621,.9975859,1.028376,1.134034,1.013312,1.04759,1.023286,1.03257,.9999665,1.040169,1.136319,1.020732,1.057566,1.026003,9200.552,4020.995,4222.396,957.1601,8243.391,5179.557,4978.155,10305.54,4444.807,4784.712,1076.019,9229.52,5860.731,5520.825
"TN",2009,1.018042,.9773421,1.032591,1.11908,1.006174,1.048482,1.005295,1.026339,.9821153,1.044346,1.122975,1.014925,1.058737,1.010271,9222.197,3912.619,4319.813,989.7646,8232.432,5309.578,4902.384,10349.73,4336.031,4898.524,1115.175,9234.555,6013.699,5451.206
"TN",2010,1.025765,.9890717,1.031445,1.125733,1.011186,1.052038,1.021013,1.0329,.9927625,1.042234,1.128484,1.018858,1.061023,1.024951,9396.27,3886.989,4285.423,1223.857,8172.412,5509.28,5110.846,10516.64,4292.172,4847.299,1377.171,9139.471,6224.47,5669.344
"TN",2011,1.027368,.994205,1.026001,1.124461,1.011122,1.04956,1.028513,1.035502,.9994082,1.037802,1.127598,1.020056,1.059147,1.033538,9268.469,3686.062,4222.837,1359.57,7908.899,5582.406,5045.632,10371.61,4069.754,4779.413,1522.438,8849.168,6301.851,5592.192
"TN",2012,1.030861,.9927998,1.030665,1.147841,1.012405,1.058032,1.03102,1.03441,.9942451,1.037987,1.143797,1.017125,1.062535,1.031463,9281.264,3830.634,4150.429,1300.201,7981.063,5450.63,5130.835,10403.87,4243.684,4703.413,1456.775,8947.096,6160.188,5700.458
"TN",2013,1.016705,.9864911,1.024315,1.091981,1.006637,1.037896,1.009963,1.03279,.9987066,1.043448,1.10664,1.022793,1.056145,1.023179,8930.869,3656.619,4202.864,1071.386,7859.483,5274.25,4728.005,10185.48,4110.014,4841.011,1234.457,8951.024,6075.467,5344.47
"TN",2014,1.014467,.9997059,1.008909,1.090214,1.004563,1.025054,1.01933,1.029434,1.012707,1.025908,1.102791,1.019732,1.041211,1.032561,9305.106,3872.799,4336.954,1095.354,8209.753,5432.308,4968.153,10684.18,4396.854,5017.633,1269.688,9414.488,6287.321,5666.542
"TN",2015,1.013482,.9780646,1.01113,1.154381,.9953008,1.039555,1.0155,1.031301,.9923425,1.031714,1.17113,1.013028,1.059484,1.030943,9490.438,3992.626,4379.432,1118.381,8372.059,5497.813,5111.007,10891.43,4532.581,5061.383,1297.468,9593.964,6358.852,5830.049
"TX",1995,1.001433,.8422219,1.144939,1.361326,.9755695,1.17529,.9013097,1.030356,.8630059,1.177963,1.383321,1.004387,1.206881,.9242864,8677.892,4349.973,3693.894,634.024,8043.867,4327.918,4983.997,9063.048,4459.764,3927.938,675.3459,8387.702,4603.284,5135.109
"TX",1996,1.006363,.839184,1.156054,1.310046,.9843647,1.177076,.8947108,1.040397,.8645442,1.19374,1.336979,1.018473,1.213293,.9221408,8975.277,4357.565,3968.489,649.224,8326.054,4617.712,5006.789,9362.46,4452.466,4221.276,688.7183,8673.742,4909.994,5141.184
"TX",1997,1.010227,.831992,1.181151,1.334657,.9865099,1.202914,.8902684,1.049893,.8627468,1.22372,1.368774,1.026021,1.244319,.9235979,8904.284,4446.257,3808.621,649.4064,8254.878,4458.027,5095.663,9278.649,4536.993,4050.962,690.6936,8587.955,4741.656,5227.687
"TX",1998,1.008192,.8346062,1.165895,1.324197,.9843504,1.188539,.8938547,1.047155,.8647619,1.207876,1.357375,1.023185,1.229308,.926597,9153.791,4495.962,3973.458,684.3708,8469.42,4657.829,5180.333,9531.453,4583.408,4220.664,727.3813,8804.072,4948.045,5310.79
"TX",1999,1.00257,.8356635,1.163997,1.307247,.9783555,1.186144,.8937825,1.037893,.8624443,1.202442,1.338484,1.013387,1.223548,.9233144,9316.214,4717.951,3870.871,727.3924,8588.821,4598.263,5445.343,9625.491,4777.62,4079.315,768.5568,8856.935,4847.872,5546.176
"TX",2000,.9998164,.8259962,1.154794,1.301915,.9754809,1.176938,.8872467,1.038698,.8541802,1.197228,1.337181,1.013994,1.218341,.9189811,9901.839,4835.798,4286.354,779.6865,9122.152,5066.041,5615.484,10303.93,4909.676,4563.185,831.0669,9472.861,5394.252,5740.743
"TX",2001,.997106,.8216626,1.16949,1.305024,.9719783,1.191018,.8823983,1.033114,.8468696,1.209276,1.336539,1.007694,1.229486,.9109688,10123.5,5133.293,4180.613,809.5907,9313.906,4990.204,5942.884,10533.43,5211.441,4459.946,862.0386,9671.388,5321.985,6073.48
"TX",2002,.9959386,.8115055,1.190194,1.311162,.9685061,1.211181,.8761703,1.034096,.8370621,1.23363,1.345241,1.00624,1.25299,.905691,10350.38,5375.972,4095.43,878.9828,9471.402,4974.413,6254.955,10761.66,5450.117,4374.606,936.9335,9824.724,5311.54,6387.051
"TX",2003,.998377,.8279493,1.171236,1.303999,.9697523,1.195775,.893462,1.02988,.8487223,1.207266,1.329288,1.00099,1.229857,.9177439,10620.22,5500.598,4153.207,966.4189,9653.805,5119.626,6467.017,11021.14,5569.569,4422.67,1028.901,9992.239,5451.571,6598.47
"TX",2004,.9974095,.8336917,1.169219,1.301094,.9656869,1.196889,.9023559,1.026046,.851772,1.20255,1.321429,.9942693,1.22744,.9238127,10473.18,5560.125,3861.151,1051.908,9421.275,4913.059,6612.032,10935.84,5655.468,4154.546,1125.825,9810.014,5280.372,6781.293
"TX",2005,.9963167,.8170215,1.219948,1.290029,.964578,1.235916,.8859216,1.031939,.8400723,1.261108,1.324379,.999384,1.275492,.9136313,10453.79,5742.194,3625.878,1085.72,9368.072,4711.598,6827.914,11018.51,5903.664,3940.253,1174.589,9843.917,5114.843,7078.253
"TX",2006,.9996796,.8366047,1.213205,1.256554,.96953,1.224023,.9010857,1.03379,.8596165,1.25411,1.290175,1.003037,1.263057,.9278947,10740.37,6003.734,3546.807,1189.827,9550.541,4736.635,7193.562,11359.7,6218.052,3859.136,1282.514,10077.19,5141.65,7500.566
"TX",2007,.9967707,.838337,1.177313,1.284032,.9682819,1.199247,.9000856,1.030058,.8608792,1.218174,1.317116,1.000967,1.238495,.9260662,11109.53,6028.996,4018.784,1061.746,10047.78,5080.53,7090.742,11759.55,6266.16,4347.729,1145.658,10613.89,5493.388,7411.818
"TX",2008,.9995195,.8366401,1.129986,1.277306,.9725907,1.15547,.9040729,1.032525,.8588682,1.169244,1.310047,1.005067,1.193686,.9299621,10991.45,5200.253,4765.604,1025.592,9965.856,5791.195,6225.845,11603.99,5391.744,5109.593,1102.648,10501.34,6212.241,6494.392
"TX",2009,.9975727,.842669,1.13088,1.267859,.969955,1.156617,.9084421,1.023843,.859179,1.164034,1.293762,.9957924,1.188456,.9280463,11311.12,5537.017,4663.813,1110.285,10200.83,5774.098,6647.302,11706.27,5643.73,4896.162,1166.376,10539.89,6062.538,6810.106
"TX",2010,1.00848,.8652195,1.1202,1.203832,.9747071,1.144207,.9439576,1.029785,.8788183,1.147885,1.223145,.9960231,1.16942,.9601728,11485.57,5396.08,4317.338,1772.151,9713.418,6089.489,7168.23,11751.6,5443.673,4480.604,1827.327,9924.276,6307.93,7271
"TX",2011,1.004069,.8588207,1.114405,1.202851,.9710248,1.138697,.9374607,1.02184,.8696622,1.137977,1.219021,.9888635,1.160142,.9504769,11071.65,5134.807,4281.281,1655.567,9416.088,5936.848,6790.374,11295.07,5176.588,4421.689,1696.791,9598.277,6118.48,6873.379
"TX",2012,1.003686,.8602458,1.120577,1.237777,.9739817,1.146955,.9296731,1.022545,.8715126,1.145435,1.255764,.9924928,1.170354,.9435644,10528.2,5079.506,4196.461,1252.234,9275.967,5448.695,6331.74,10723.74,5112.266,4319.028,1292.447,9431.294,5611.475,6404.712
"TX",2013,1.005905,.8672979,1.128765,1.258133,.9767654,1.156743,.9320918,1.026127,.8797709,1.156818,1.276556,.996878,1.18274,.946537,10283.87,5184.045,3971.442,1128.382,9155.487,5099.823,6312.427,10389.64,5186.218,4053.014,1150.408,9239.232,5203.422,6336.626
"TX",2014,1.003593,.8603165,1.135245,1.259993,.975918,1.160727,.9230702,1.023158,.8722258,1.162861,1.277833,.995417,1.186366,.9367197,10569.58,5345.746,4133.177,1090.654,9478.924,5223.832,6436.4,10665.57,5349.018,4207.585,1108.965,9556.604,5316.551,6457.982
"TX",2015,1.001998,.857164,1.145706,1.2615,.9745893,1.169566,.9182907,1.0221,.869509,1.174796,1.279244,.994687,1.196349,.9322167,10994.57,5712.495,4172.763,1109.312,9885.258,5282.074,6821.807,11084.24,5715.077,4242.189,1126.978,9957.266,5369.168,6842.055
"UT",1995,1.028704,1.034154,.9991405,1.234195,1.013812,1.02521,1.063649,1.038543,1.042867,1.009162,1.248372,1.023278,1.035774,1.073282,6429.352,2513.15,3474.868,441.3334,5988.019,3916.202,2954.484,6965.561,2720.249,3765.287,480.0244,6485.537,4245.312,3200.274
"UT",1996,1.040885,1.049195,1.014313,1.237858,1.027189,1.036506,1.079101,1.05232,1.059341,1.026021,1.253141,1.038307,1.048628,1.090181,6474.946,2236.361,3810.141,428.444,6046.502,4238.584,2664.805,7021.792,2421.77,4133.708,466.3147,6555.478,4600.022,2888.085
"UT",1997,1.043767,1.055438,1.019629,1.226973,1.031484,1.038518,1.084327,1.056723,1.067199,1.032731,1.243084,1.044138,1.052016,1.097007,6731.415,2090.963,4209.463,430.9895,6300.426,4640.452,2521.952,7305.937,2267.275,4567.601,471.06,6834.876,5038.661,2738.335
"UT",1998,1.044715,1.06003,1.016369,1.217483,1.031397,1.037522,1.08884,1.057921,1.072013,1.029801,1.233693,1.044317,1.051314,1.101716,6942.784,2221.856,4215.978,504.9498,6437.834,4720.928,2726.806,7489.804,2393.771,4549.124,546.91,6942.895,5096.034,2940.68
"UT",1999,1.050995,1.076434,1.017216,1.22944,1.0374,1.039204,1.104388,1.063743,1.088761,1.029906,1.243997,1.049968,1.052149,1.117189,7206.522,2287.209,4401.466,517.8469,6688.675,4919.313,2805.056,7801.989,2475.858,4763.825,562.3056,7239.683,5326.131,3038.164
"UT",2000,1.051489,1.072485,1.016977,1.235862,1.036918,1.041009,1.101944,1.065415,1.085028,1.031451,1.251354,1.050663,1.055658,1.115162,7335.087,2446.608,4342.655,545.8249,6789.263,4888.479,2992.433,8004.494,2663.787,4742.816,597.8905,7406.604,5340.707,3261.678
"UT",2001,1.047914,1.060613,1.014839,1.230239,1.031638,1.041462,1.093802,1.060621,1.071701,1.028227,1.243737,1.044139,1.05502,1.105658,7691.898,2594.531,4456.373,640.9938,7050.904,5097.367,3235.525,8377.229,2815.824,4857.969,703.4351,7673.793,5561.404,3519.26
"UT",2002,1.036912,1.045564,1.009038,1.201251,1.022156,1.03266,1.076705,1.046611,1.054132,1.019279,1.210842,1.031773,1.042928,1.085678,7855.91,2590.871,4607.81,657.2291,7198.681,5265.039,3248.1,8562.343,2817.081,5024.86,720.4013,7841.941,5745.261,3537.483
"UT",2003,1.039495,1.048063,1.008911,1.196535,1.023943,1.034894,1.078507,1.046845,1.054591,1.016514,1.204672,1.031116,1.042698,1.08555,7667.537,2680.759,4285.437,701.3412,6966.195,4986.778,3382.1,8355.902,2916.051,4671.059,768.7927,7587.109,5439.851,3684.844
"UT",2004,1.043862,1.048557,1.011147,1.211795,1.025587,1.041355,1.08446,1.050459,1.054167,1.01812,1.219124,1.032028,1.048482,1.090573,7716.598,2687.393,4258.884,770.321,6946.277,5029.205,3457.714,8501.556,2958.281,4691.395,851.8799,7649.676,5543.274,3810.161
"UT",2005,1.048616,1.04232,1.019854,1.226111,1.028699,1.052065,1.083084,1.059257,1.051743,1.030798,1.238882,1.039033,1.063364,1.0934,7910.048,2798.325,4300.15,811.5728,7098.475,5111.723,3609.898,8696.862,3071.365,4730.311,895.1868,7801.676,5625.498,3966.551
"UT",2006,1.040456,1.043906,1.007821,1.205417,1.022188,1.038528,1.079054,1.048388,1.051156,1.016185,1.213146,1.030098,1.046843,1.086494,8005.646,2870.576,4323.265,811.8052,7193.841,5135.07,3682.381,8826.741,3161.796,4767.99,896.9557,7929.786,5664.946,4058.752
"UT",2007,1.044285,1.055284,1.009182,1.206784,1.027704,1.037975,1.08597,1.053902,1.064356,1.018918,1.217575,1.03717,1.047907,1.095439,8292.153,3026.187,4485.954,780.0125,7512.141,5265.966,3806.199,9127.229,3329.679,4937.484,860.0665,8267.163,5797.551,4189.745
"UT",2008,1.036309,1.050631,1.009598,1.14909,1.025184,1.028741,1.070929,1.045946,1.060049,1.019693,1.156853,1.035022,1.038492,1.079983,8306.668,2875.828,4677.132,753.7083,7552.96,5430.84,3629.536,9165.368,3173.353,5161.64,830.3747,8334.993,5992.015,4003.728
"UT",2009,1.03827,1.04607,1.014022,1.118502,1.026797,1.034093,1.065193,1.049526,1.057526,1.025,1.130192,1.037977,1.045238,1.076717,8796.576,3070.673,4615.218,1110.685,7685.892,5725.903,4181.358,9719.616,3395.247,5095.746,1228.624,8490.992,6324.37,4623.87
"UT",2010,1.023687,1.029672,.9960871,1.114596,1.009811,1.0204,1.052768,1.031544,1.037199,1.004011,1.122785,1.017606,1.028427,1.060446,8573.94,3042.189,4381.297,1150.454,7423.486,5531.751,4192.644,9440.573,3357.46,4815.423,1267.691,8172.883,6083.114,4625.15
"UT",2011,1.030858,1.035935,.9986503,1.149843,1.014806,1.027722,1.062978,1.037451,1.041812,1.005751,1.156316,1.021414,1.034747,1.06895,8001.649,3057.403,3976.644,967.6013,7034.048,4944.246,4025.005,8800.807,3370.261,4366.238,1064.307,7736.499,5430.545,4434.568
"UT",2012,1.02782,1.028358,1.000561,1.166791,1.012506,1.02748,1.05661,1.03507,1.03492,1.008339,1.173527,1.0198,1.035165,1.063153,7859.718,3042.625,4021.866,795.2267,7064.491,4817.092,3837.852,8578.021,3331.055,4378.454,868.511,7709.509,5246.965,4199.566
"UT",2013,1.032401,1.03138,1.001435,1.210285,1.014148,1.03304,1.066203,1.040698,1.039092,1.010308,1.217411,1.022564,1.041709,1.073723,7781.696,2995.926,4044.533,741.2371,7040.459,4785.771,3737.163,8518.79,3288.979,4418.418,811.3928,7707.396,5229.811,4100.371
"UT",2014,1.030989,1.039291,1.003656,1.165761,1.018309,1.02599,1.062839,1.037611,1.044502,1.011236,1.171997,1.024956,1.033441,1.0682,7733.758,2909.709,4147.887,676.1618,7057.596,4824.048,3585.871,8463.765,3193.106,4530.139,740.5201,7723.244,5270.659,3933.626
"UT",2015,1.029304,1.029294,1.008075,1.163644,1.017018,1.029311,1.053248,1.039645,1.038363,1.019208,1.174808,1.0273,1.040455,1.06262,8198.253,3165.87,4335.042,697.3409,7500.912,5032.383,3863.211,8969.114,3471.208,4735.85,762.0566,8207.058,5497.906,4233.264
"VA",1995,.9915209,.8945687,1.129872,1.336084,.9711933,1.161501,.9300868,1.044764,.9465846,1.1734,1.379917,1.024089,1.20498,.9837114,9205.504,5775.404,2890.355,539.7444,8665.76,3430.1,6315.148,9334.989,5702.229,3062.914,569.8463,8765.143,3632.76,6272.075
"VA",1996,.9813478,.89021,1.121667,1.339525,.961746,1.15444,.923187,1.034115,.9416488,1.164464,1.381998,1.014143,1.197092,.9761826,9226.636,5957.97,2763.08,505.5864,8721.05,3268.666,6463.556,9318.265,5859.855,2925.162,533.2479,8785.017,3458.409,6393.103
"VA",1997,.9933137,.9029171,1.12919,1.31645,.9774987,1.153401,.9310533,1.043757,.9513336,1.171863,1.361095,1.02746,1.196369,.9811325,9784.886,6162.908,3141.749,480.2289,9304.656,3621.978,6643.137,9895.391,6072.347,3315.284,507.7592,9387.631,3823.043,6580.106
"VA",1998,.9809039,.8856565,1.128213,1.289582,.9645119,1.150871,.9151208,1.030898,.9331913,1.171025,1.332121,1.014188,1.19359,.9641466,9995.183,6321.879,3147.943,525.3605,9469.822,3673.304,6847.24,10073.14,6209.716,3312.267,551.159,9521.983,3863.426,6760.875
"VA",1999,.9824767,.8822001,1.131113,1.21278,.9704921,1.141562,.9068698,1.025505,.9228113,1.169033,1.249772,1.013392,1.179369,.9485493,10434.86,6327.513,3577.685,529.663,9905.198,4107.348,6857.176,10559.85,6259.479,3745.523,554.8481,10005,4300.372,6814.327
"VA",2000,.9895815,.8586451,1.116717,1.293445,.9723637,1.136853,.8986393,1.032887,.8976251,1.156394,1.331116,1.015357,1.176385,.9398246,10790.97,5631.474,4561.837,597.6608,10193.31,5159.498,6229.134,10830.36,5494.069,4715.749,620.5469,10209.82,5336.295,6114.616
"VA",2001,.9865801,.8634086,1.106991,1.269679,.9702075,1.125949,.9013432,1.032812,.9049449,1.149855,1.31111,1.016063,1.168739,.9452496,11070.02,5805.203,4642.729,622.0927,10447.93,5264.821,6427.296,11044.03,5619.404,4780.598,644.0232,10400,5424.621,6263.427
